"","probeset_id","log2_Day3_Norm.B6","log2_Day7_Norm.B6","log2_Day14_Norm.B6","log2_Day3_Norm.MRL","log2_Day7_Norm.MRL","log2_Day14_Norm.MRL","Day0_B6_Average","Day0_B6_1","Day0_B6_2","Day0_B6_3","Day0_MRL_Average","Day0_MRL_1","Day0_MRL_2","Day0_MRL_3","Day3_B6_Average","Day3_B6_1","Day3_B6_2","Day3_B6_3","Day3_MRL_Average","Day3_MRL_1","Day3_MRL_2","Day3_MRL_3","Day7_B6_Average","Day7_B6_1","Day7_B6_2","Day7_B6_3","Day7_MRL_Average","Day7_MRL_1","Day7_MRL_2","Day7_MRL_3","Day14_B6_Average","Day14_B6_1","Day14_B6_2","Day14_B6_3","Day14_MRL_Average","Day14_MRL_1","Day14_MRL_2","Day14_MRL_3","log2_Day0_B6_Ave","log_Day0_MRL_Ave","log2_Day3_B6_Ave","log2_Day3_MRL_Ave","log2_Day7_B6_Ave","log_Day7_MRL_Ave","log2_Day14_B6_Ave","log_Day14_MRL_Ave"
"Day14_B6_1",-0.0357837751507759,0.0308158379048109,0.115251936018467,0.179693877696991,0.0343979224562645,0.0823738351464272,0.0690865889191628,0.917234420776367,0.919131636619568,0.918054521083832,0.906437516212463,0.942177951335907,0.933459639549255,0.948810696601868,0.936388254165649,0.928879261016846,0.922625362873077,0.932194948196411,0.91538804769516,0.92435222864151,0.914182603359222,0.928623199462891,0.920734047889709,0.974236130714417,0.977860808372498,0.969363212585449,0.966468453407288,0.97651731967926,0.968454718589783,0.976166188716888,0.973621904850006,0.994728982448578,1,0.981583416461945,0.986148536205292,0.97308361530304,0.969234585762024,0.969014763832092,0.969843208789825,0.626743853092194,0.644498348236084,0.645827829837799,0.630132973194122,0.646922826766968,0.642288446426392,0.648919284343719,0.643784880638123
"Day14_B6_2",-0.0369026325643063,0.0234322529286146,0.109776712954044,0.177919894456863,0.0439601093530655,0.0557376220822334,0.0554050244390965,0.920671045780182,0.928152084350586,0.917036652565002,0.908656418323517,0.955151498317719,0.94752699136734,0.960819065570831,0.949073851108551,0.928732216358185,0.921821713447571,0.927088379859924,0.920996427536011,0.942134618759155,0.933712184429169,0.94352400302887,0.939378499984741,0.976051390171051,0.976365685462952,0.972212076187134,0.970543920993805,0.970330893993378,0.964256763458252,0.971489071846008,0.964051723480225,0.993784546852112,0.981583416461945,1,0.982101917266846,0.976520597934723,0.976217925548553,0.975469768047333,0.967320799827576,0.639900982379913,0.660039067268372,0.656850576400757,0.647101879119873,0.658266723155975,0.652684569358826,0.661268591880798,0.656198382377625
"Day14_B6_3",-0.0365396067500114,0.00612762058153749,0.0879446044564247,0.163279175758362,0.0461416877806187,0.0912933647632599,0.0896503627300262,0.921835899353027,0.925472378730774,0.919501602649689,0.912343442440033,0.936524629592896,0.925920009613037,0.946855306625366,0.928948402404785,0.918437242507935,0.912856221199036,0.919149100780487,0.907047092914581,0.924390077590942,0.919220149517059,0.924152433872223,0.920119166374207,0.965354025363922,0.969954967498779,0.960423409938812,0.956764340400696,0.975642085075378,0.964593887329102,0.976502656936646,0.974467217922211,0.994701862335205,0.986148536205292,0.982101917266846,1,0.980674624443054,0.977784633636475,0.978006184101105,0.975243508815765,0.640792906284332,0.652676343917847,0.652293086051941,0.640426456928253,0.652954995632172,0.651839077472687,0.658772051334381,0.655943214893341
"Day14_MRL_Average",-0.0387770868837833,-0.0317813530564308,0.0425660088658333,0.137666329741478,0.0897438153624535,0.092274896800518,0.132240951061249,0.922305703163147,0.928357005119324,0.918917894363403,0.911448240280151,0.932796597480774,0.922103226184845,0.942134618759155,0.926392078399658,0.8941251039505,0.887605726718903,0.893895149230957,0.885158240795135,0.942581593990326,0.935645043849945,0.942596316337585,0.939660906791687,0.942790806293488,0.947978317737579,0.937576830387115,0.934094190597534,0.967417776584625,0.958988845348358,0.968251943588257,0.963800072669983,0.982207238674164,0.97308361530304,0.976520597934723,0.980674624443054,1,0.997563242912292,0.997488379478455,0.993805289268494,0.632851541042328,0.643031716346741,0.632266163825989,0.639961540699005,0.632314324378967,0.642621397972107,0.645192086696625,0.655149221420288
"Day14_MRL_1",-0.0396871864795685,-0.0241041164845228,0.0566244274377823,0.155890136957169,0.09208033233881,0.0967779457569122,0.132825821638107,0.91027969121933,0.917869687080383,0.906817317008972,0.898082494735718,0.928531885147095,0.917997539043427,0.938571214675903,0.921255826950073,0.887433767318726,0.878413081169128,0.88568389415741,0.882860600948334,0.939111232757568,0.931942522525787,0.939527750015259,0.936069071292877,0.94027191400528,0.945124864578247,0.936705410480499,0.93038946390152,0.965410709381104,0.957893848419189,0.966001212596893,0.961166799068451,0.979893386363983,0.969234585762024,0.976217925548553,0.977784633636475,0.997563242912292,1,0.997744023799896,0.98452091217041,0.626488983631134,0.640507578849792,0.62823212146759,0.637995839118958,0.630061686038971,0.640964329242706,0.643207132816315,0.652801215648651
"Day14_MRL_2",-0.0395946353673935,-0.0309736039489508,0.0481744073331356,0.143913015723228,0.0949356704950333,0.0948631316423416,0.129968971014023,0.915247738361359,0.922701120376587,0.913007318973541,0.901955366134644,0.930201053619385,0.919451951980591,0.939690113067627,0.923721313476562,0.886891007423401,0.878348886966705,0.886239945888519,0.880689680576324,0.943082571029663,0.937040507793427,0.942917466163635,0.939426958560944,0.940180003643036,0.945361077785492,0.935656309127808,0.930869698524475,0.966117382049561,0.959672152996063,0.96678102016449,0.96074378490448,0.979626655578613,0.969014763832092,0.975469768047333,0.978006184101105,0.997488379478455,0.997744023799896,1,0.984446883201599,0.626624226570129,0.638717472553253,0.62620085477829,0.636845231056213,0.627799987792969,0.638880431652069,0.640588462352753,0.650473058223724
"Day14_MRL_3",-0.0368068404495716,-0.0392839387059212,0.024162357673049,0.113822087645531,0.0820991769433022,0.0848540142178535,0.132265985012054,0.929809272289276,0.933145701885223,0.925528585910797,0.922431409358978,0.929089844226837,0.918411076068878,0.937545120716095,0.923629403114319,0.897121846675873,0.894757330417633,0.898673951625824,0.881759285926819,0.935338258743286,0.927913308143616,0.93513560295105,0.93320095539093,0.937367737293243,0.94281667470932,0.930076956748962,0.930400252342224,0.960116744041443,0.949203729629517,0.961316883563995,0.958647310733795,0.976147651672363,0.969843208789825,0.967320799827576,0.975243508815765,0.993805289268494,0.98452091217041,0.984446883201599,1,0.637448072433472,0.642286539077759,0.634562969207764,0.637687623500824,0.631604909896851,0.640575706958771,0.64417439699173,0.654426157474518
"log2_Day0_B6_Ave",-0.0666084364056587,-0.202458545565605,-0.073575384914875,0.0162823814898729,0.245225340127945,0.157599538564682,0.171325713396072,0.637403309345245,0.640169024467468,0.634977698326111,0.63137948513031,0.625061750411987,0.625845968723297,0.627143979072571,0.616524696350098,0.610599875450134,0.615788042545319,0.604017019271851,0.600488781929016,0.643280863761902,0.645815908908844,0.636799275875092,0.640277326107025,0.625061810016632,0.627023279666901,0.617170929908752,0.62487655878067,0.626335918903351,0.615421891212463,0.627979874610901,0.628230214118958,0.639401435852051,0.626743853092194,0.639900982379913,0.640792906284332,0.632851541042328,0.626488983631134,0.626624226570129,0.637448072433472,1,0.962117850780487,0.951016306877136,0.980069696903229,0.959246754646301,0.964978992938995,0.973295450210571,0.974871277809143
"log_Day0_MRL_Ave",-0.0612571388483047,0.0308499000966549,0.145938068628311,0.210241287946701,0.0607686974108219,0.0577338933944702,0.0102862175554037,0.60940808057785,0.614460349082947,0.608934462070465,0.599480807781219,0.667771220207214,0.669258415699005,0.669510185718536,0.658455789089203,0.65638256072998,0.655162811279297,0.646301507949829,0.655977368354797,0.650873005390167,0.65223091840744,0.645731151103973,0.647671043872833,0.660240769386292,0.657343447208405,0.659736096858978,0.657608449459076,0.655493378639221,0.647620797157288,0.655806124210358,0.655409634113312,0.656225085258484,0.644498348236084,0.660039067268372,0.652676343917847,0.643031716346741,0.640507578849792,0.638717472553253,0.642286539077759,0.962117850780487,1,0.986219048500061,0.979214012622833,0.984315156936646,0.984105944633484,0.981096863746643,0.979255795478821
"log2_Day3_B6_Ave",-0.0566116906702518,0.110197268426418,0.18419286608696,0.226048767566681,0.0106649054214358,0.048414159566164,-0.0163602232933044,0.60546749830246,0.608940720558167,0.604808807373047,0.597313344478607,0.664255499839783,0.665582478046417,0.665993928909302,0.655145585536957,0.674594521522522,0.674025893211365,0.664715111255646,0.672942399978638,0.635824918746948,0.635708272457123,0.632514417171478,0.632483184337616,0.665975332260132,0.6616051197052,0.666576027870178,0.663702547550201,0.651250958442688,0.642488598823547,0.651358604431152,0.652291238307953,0.65542209148407,0.645827829837799,0.656850576400757,0.652293086051941,0.632266163825989,0.62823212146759,0.62620085477829,0.634562969207764,0.951016306877136,0.986219048500061,1,0.955708384513855,0.984273612499237,0.969027817249298,0.973962485790253,0.960389912128448
"log2_Day3_MRL_Ave",-0.0667850598692894,-0.123517632484436,0.0279214587062597,0.129471272230148,0.261960476636887,0.145933121442795,0.149537667632103,0.61739307641983,0.622835278511047,0.616984009742737,0.606947541236877,0.640130877494812,0.641944825649261,0.641074419021606,0.631539463996887,0.615074753761292,0.614473760128021,0.605825662612915,0.613903403282166,0.659079372882843,0.662688851356506,0.651815354824066,0.655586838722229,0.63266783952713,0.632519841194153,0.629299759864807,0.630262136459351,0.636118412017822,0.628461480140686,0.637858867645264,0.634617507457733,0.642956972122192,0.630132973194122,0.647101879119873,0.640426456928253,0.639961540699005,0.637995839118958,0.636845231056213,0.637687623500824,0.980069696903229,0.979214012622833,0.955708384513855,1,0.968471109867096,0.979552626609802,0.979958534240723,0.987162053585052
"log2_Day7_B6_Ave",-0.0591554008424282,0.0339179895818233,0.211226969957352,0.25958976149559,0.0825308263301849,0.151807397603989,0.0710898265242577,0.596289753913879,0.600668251514435,0.596875429153442,0.586115598678589,0.649407148361206,0.649851679801941,0.653448581695557,0.638966917991638,0.646692216396332,0.645582318305969,0.637383639812469,0.645559549331665,0.630508601665497,0.632504403591156,0.626843929290771,0.625430583953857,0.667089700698853,0.664299786090851,0.666493237018585,0.664376258850098,0.654350638389587,0.643869161605835,0.655042827129364,0.656453609466553,0.656498491764069,0.646922826766968,0.658266723155975,0.652954995632172,0.632314324378967,0.630061686038971,0.627799987792969,0.631604909896851,0.959246754646301,0.984315156936646,0.984273612499237,0.968471109867096,1,0.98556524515152,0.989642918109894,0.976250231266022
"log_Day7_MRL_Ave",-0.0653526112437248,-0.0328067317605019,0.140453189611435,0.234246090054512,0.138060078024864,0.234102264046669,0.147094622254372,0.59698098897934,0.601610839366913,0.597099244594574,0.587006449699402,0.641373455524445,0.640651643276215,0.646867692470551,0.630744397640228,0.627516567707062,0.62662935256958,0.619056224822998,0.625629484653473,0.633032739162445,0.634917676448822,0.628954172134399,0.628445208072662,0.650640964508057,0.650556743144989,0.648350715637207,0.647006332874298,0.658074378967285,0.648268818855286,0.65795111656189,0.660288453102112,0.652625441551208,0.642288446426392,0.652684569358826,0.651839077472687,0.642621397972107,0.640964329242706,0.638880431652069,0.640575706958771,0.964978992938995,0.984105944633484,0.969027817249298,0.979552626609802,0.98556524515152,1,0.989382088184357,0.991447269916534
"log2_Day14_B6_Ave",-0.0659937635064125,-0.0439129881560802,0.126077383756638,0.245373159646988,0.154374644160271,0.190884336829185,0.155479371547699,0.606437921524048,0.611620545387268,0.60500580072403,0.597338795661926,0.638603270053864,0.638206899166107,0.643033444881439,0.62876284122467,0.630679368972778,0.629420757293701,0.62205582857132,0.629305303096771,0.635588407516479,0.637814819812775,0.630292594432831,0.63181871175766,0.652114808559418,0.651305377483368,0.650983035564423,0.648096680641174,0.648907244205475,0.638286590576172,0.649632453918457,0.651175498962402,0.660079061985016,0.648919284343719,0.661268591880798,0.658772051334381,0.645192086696625,0.643207132816315,0.640588462352753,0.64417439699173,0.973295450210571,0.981096863746643,0.973962485790253,0.979958534240723,0.989642918109894,0.989382088184357,1,0.990206003189087
"log_Day14_MRL_Ave",-0.0680574178695679,-0.0919743254780769,0.0733586549758911,0.196058943867683,0.198584288358688,0.212573617696762,0.212690085172653,0.608603179454803,0.613980650901794,0.607284784317017,0.599182188510895,0.636745512485504,0.635718703269958,0.642041921615601,0.626695990562439,0.618336319923401,0.617525398731232,0.609517455101013,0.616897523403168,0.642640590667725,0.645583689212799,0.636696934700012,0.638704538345337,0.642898619174957,0.643620908260345,0.640577375888824,0.638573169708252,0.650915920734406,0.64032244682312,0.651702165603638,0.653073668479919,0.655673444271088,0.643784880638123,0.656198382377625,0.655943214893341,0.655149221420288,0.652801215648651,0.650473058223724,0.654426157474518,0.974871277809143,0.979255795478821,0.960389912128448,0.987162053585052,0.976250231266022,0.991447269916534,0.990206003189087,1
